seller_id,application_date,country,days_to_complete_company_details,days_to_complete_logistics,days_to_upload_license,days_to_sign_agreement,total_onboarding_days,followup_count,days_since_last_followup,reached_activation,churned,days_since_application,steps_completed,avg_days_per_step,followup_effectiveness,is_slow_onboarding,is_neglected,country_encoded
S0709,2024-03-27,Saudi Arabia,51,43,47,20,160,6,77,1,0,279,4,40.0,0.037267080745341616,1,1,0
S0710,2024-10-24,Saudi Arabia,4,31,38,21,95,8,20,1,0,68,4,23.75,0.08333333333333333,1,0,0
S0711,2024-04-15,UAE,40,11,41,22,118,13,49,0,0,260,4,29.5,0.1092436974789916,1,1,1
S0712,2024-01-26,Saudi Arabia,16,7,27,24,49,8,39,1,0,340,4,12.25,0.16,0,1,0
S0713,2023-03-21,Saudi Arabia,44,40,86,27,151,0,97,0,1,651,4,37.75,0.0,1,1,0
S0714,2023-07-14,Saudi Arabia,36,34,81,7,148,2,69,0,1,536,4,37.0,0.013422818791946308,1,1,0
S0715,2023-02-26,UAE,4,41,57,19,88,14,60,1,1,674,4,22.0,0.15730337078651685,0,1,1
S0716,2022-10-10,Saudi Arabia,44,17,56,17,164,4,76,0,1,813,4,41.0,0.024242424242424242,1,1,0
S0717,2022-08-08,Saudi Arabia,31,36,27,26,168,9,101,0,1,876,4,42.0,0.05325443786982249,1,1,0
S0718,2024-08-07,Saudi Arabia,28,34,47,24,63,2,86,1,0,146,4,15.75,0.03125,0,1,0
S0719,2023-12-06,Saudi Arabia,32,16,79,7,93,13,5,0,0,391,4,23.25,0.13829787234042554,1,0,0
S0720,2022-08-28,UAE,45,25,13,10,126,14,27,1,0,856,4,31.5,0.11023622047244094,1,0,1
S0721,2024-11-20,UAE,2,12,11,7,126,9,71,0,0,41,4,31.5,0.07086614173228346,1,1,1
S0722,2022-10-21,Saudi Arabia,24,39,27,16,196,6,90,0,1,802,4,49.0,0.030456852791878174,1,1,0
S0723,2023-12-07,UAE,3,39,73,12,71,5,57,0,0,390,4,17.75,0.06944444444444445,0,1,1
S0724,2023-01-11,UAE,54,17,4,16,95,14,44,1,0,720,4,23.75,0.14583333333333334,1,1,1
S0725,2023-01-25,UAE,8,11,46,25,76,9,71,0,0,706,4,19.0,0.11688311688311688,0,1,1
S0726,2023-05-12,Saudi Arabia,24,6,18,21,75,5,18,0,0,599,4,18.75,0.06578947368421052,0,0,0
S0727,2022-08-07,Saudi Arabia,15,23,43,18,92,9,28,1,0,877,4,23.0,0.0967741935483871,1,0,0
S0728,2022-10-07,Saudi Arabia,43,27,33,3,106,6,22,0,0,816,4,26.5,0.056074766355140186,1,0,0
S0729,2022-10-26,UAE,31,6,10,20,100,5,31,1,0,797,4,25.0,0.04950495049504951,1,1,1
S0730,2023-06-19,Saudi Arabia,9,38,73,15,77,7,9,1,0,561,4,19.25,0.08974358974358974,0,0,0
S0731,2022-12-09,Saudi Arabia,39,2,59,5,106,3,48,1,0,753,4,26.5,0.028037383177570093,1,1,0
S0732,2023-05-27,Saudi Arabia,45,22,31,13,52,13,64,0,0,584,4,13.0,0.24528301886792453,0,1,0
S0733,2024-10-25,UAE,2,20,28,19,26,3,28,0,1,67,4,6.5,0.1111111111111111,0,0,1
S0734,2024-05-11,Saudi Arabia,8,25,60,12,73,3,58,0,0,234,4,18.25,0.04054054054054054,0,1,0
S0735,2024-09-29,UAE,22,39,79,5,172,4,72,0,1,93,4,43.0,0.023121387283236993,1,1,1
S0736,2024-07-20,UAE,44,29,55,21,37,11,66,0,0,164,4,9.25,0.2894736842105263,0,1,1
S0737,2024-09-10,Saudi Arabia,51,8,14,5,68,4,50,0,0,112,4,17.0,0.057971014492753624,0,1,0
S0738,2022-08-14,UAE,39,37,58,6,89,11,10,0,0,870,4,22.25,0.12222222222222222,0,0,1
S0739,2024-01-04,Saudi Arabia,42,33,15,7,63,5,85,0,0,362,4,15.75,0.078125,0,1,0
S0740,2023-05-14,UAE,16,22,2,26,37,11,81,1,0,597,4,9.25,0.2894736842105263,0,1,1
S0741,2024-05-30,Saudi Arabia,35,5,24,10,100,13,5,0,0,215,4,25.0,0.12871287128712872,1,0,0
S0742,2024-05-16,UAE,30,39,78,16,117,9,66,1,0,229,4,29.25,0.07627118644067797,1,1,1
S0743,2024-04-11,UAE,54,18,62,20,162,3,77,0,1,264,4,40.5,0.018404907975460124,1,1,1
S0744,2024-10-06,UAE,56,14,54,15,146,1,93,0,1,86,4,36.5,0.006802721088435374,1,1,1
S0745,2022-11-12,UAE,18,37,24,27,107,11,8,0,0,780,4,26.75,0.10185185185185185,1,0,1
S0746,2024-01-08,Saudi Arabia,50,30,27,4,84,11,27,0,0,358,4,21.0,0.12941176470588237,0,0,0
S0747,2024-10-08,UAE,5,31,37,21,83,14,82,0,0,84,4,20.75,0.16666666666666666,0,1,1
S0748,2024-04-28,UAE,53,10,39,21,55,8,76,1,1,247,4,13.75,0.14285714285714285,0,1,1
S0749,2024-06-21,Saudi Arabia,29,15,63,8,101,6,37,0,0,193,4,25.25,0.058823529411764705,1,1,0
S0750,2024-10-12,Saudi Arabia,39,18,79,25,78,10,42,1,0,80,4,19.5,0.12658227848101267,0,1,0
S0751,2023-12-22,UAE,43,38,29,11,189,5,28,1,1,375,4,47.25,0.02631578947368421,1,0,1
S0752,2024-08-28,UAE,43,33,65,15,125,4,61,1,0,125,4,31.25,0.031746031746031744,1,1,1
S0753,2024-05-06,UAE,45,16,4,21,50,14,45,1,0,239,4,12.5,0.27450980392156865,0,1,1
S0754,2023-04-28,Saudi Arabia,23,38,29,3,30,3,69,1,1,613,4,7.5,0.0967741935483871,0,1,0
S0755,2024-12-04,UAE,5,35,1,17,90,2,37,1,0,27,4,22.5,0.02197802197802198,0,1,1
S0756,2023-08-29,Saudi Arabia,30,34,50,11,75,12,48,0,0,490,4,18.75,0.15789473684210525,0,1,0
S0757,2022-12-30,UAE,6,28,11,9,93,7,74,1,1,732,4,23.25,0.07446808510638298,1,1,1
S0758,2024-07-04,Saudi Arabia,46,2,74,5,104,11,80,1,0,180,4,26.0,0.10476190476190476,1,1,0
S0759,2023-06-22,UAE,44,30,59,25,81,3,38,1,1,558,4,20.25,0.036585365853658534,0,1,1
S0760,2023-08-16,UAE,4,13,62,10,109,9,70,0,0,503,4,27.25,0.08181818181818182,1,1,1
S0761,2022-07-28,Saudi Arabia,40,27,65,11,180,4,60,1,1,887,4,45.0,0.022099447513812154,1,1,0
S0762,2024-02-27,UAE,23,16,56,14,91,13,20,0,1,308,4,22.75,0.14130434782608695,1,0,1
S0763,2022-11-25,Saudi Arabia,21,41,83,26,141,1,84,1,1,767,4,35.25,0.007042253521126761,1,1,0
S0764,2024-08-23,UAE,32,28,13,21,69,6,88,0,0,130,4,17.25,0.08571428571428572,0,1,1
S0765,2023-12-05,UAE,42,39,9,20,42,14,31,0,0,392,4,10.5,0.32558139534883723,0,1,1
S0766,2024-02-07,Saudi Arabia,31,15,70,23,156,6,47,0,1,328,4,39.0,0.03821656050955414,1,1,0
S0767,2023-04-15,UAE,15,24,75,12,111,8,68,1,0,626,4,27.75,0.07142857142857142,1,1,1
S0768,2024-12-13,UAE,40,27,70,1,76,3,29,0,0,18,4,19.0,0.03896103896103896,0,0,1
S0769,2024-07-27,Saudi Arabia,32,30,1,24,118,14,7,1,0,157,4,29.5,0.11764705882352941,1,0,0
S0770,2022-11-26,Saudi Arabia,9,27,70,20,49,6,18,1,0,766,4,12.25,0.12,0,0,0
S0771,2024-05-31,UAE,37,26,77,5,86,3,58,0,0,214,4,21.5,0.034482758620689655,0,1,1
S0772,2024-02-12,UAE,57,27,50,25,166,9,31,0,1,323,4,41.5,0.05389221556886228,1,1,1
S0773,2023-02-18,UAE,20,38,31,24,87,11,29,1,0,682,4,21.75,0.125,0,0,1
S0774,2024-01-15,UAE,40,26,63,12,143,7,59,1,0,351,4,35.75,0.04861111111111111,1,1,1
S0775,2023-05-22,Saudi Arabia,48,23,47,8,111,12,35,0,0,589,4,27.75,0.10714285714285714,1,1,0
S0776,2024-09-21,UAE,3,28,78,7,39,3,54,1,0,101,4,9.75,0.075,0,1,1
S0777,2024-03-16,Saudi Arabia,42,34,47,4,75,8,43,1,0,290,4,18.75,0.10526315789473684,0,1,0
S0778,2023-03-31,Saudi Arabia,11,15,69,6,82,10,26,1,0,641,4,20.5,0.12048192771084337,0,0,0
S0779,2022-12-21,Saudi Arabia,15,43,75,9,175,3,52,0,1,741,4,43.75,0.017045454545454544,1,1,0
S0780,2024-04-20,Saudi Arabia,17,26,36,20,129,8,77,0,0,255,4,32.25,0.06153846153846154,1,1,0
S0781,2023-12-25,Saudi Arabia,32,31,32,15,67,5,53,1,0,372,4,16.75,0.07352941176470588,0,1,0
S0782,2023-12-30,Saudi Arabia,4,19,64,14,57,3,47,0,0,367,4,14.25,0.05172413793103448,0,1,0
S0783,2023-01-14,UAE,4,9,71,23,114,4,29,1,1,717,4,28.5,0.034782608695652174,1,0,1
S0784,2023-04-18,Saudi Arabia,17,29,42,12,111,3,38,1,1,623,4,27.75,0.026785714285714284,1,1,0
S0785,2023-04-26,Saudi Arabia,41,39,48,12,108,6,12,1,1,615,4,27.0,0.05504587155963303,1,0,0
S0786,2022-11-17,Saudi Arabia,19,4,74,16,89,7,15,1,0,775,4,22.25,0.07777777777777778,0,0,0
S0787,2024-11-15,Saudi Arabia,28,10,36,23,157,0,49,0,1,46,4,39.25,0.0,1,1,0
S0788,2024-06-29,Saudi Arabia,32,29,21,13,93,4,70,1,0,185,4,23.25,0.0425531914893617,1,1,0
S0789,2023-07-23,Saudi Arabia,22,11,60,11,100,5,26,1,0,527,4,25.0,0.04950495049504951,1,0,0
S0790,2023-03-20,UAE,6,33,13,17,89,9,44,0,0,652,4,22.25,0.1,0,1,1
S0791,2023-08-25,UAE,35,38,1,21,23,5,34,0,0,494,4,5.75,0.20833333333333334,0,1,1
S0792,2024-01-06,UAE,22,11,65,15,71,8,78,1,0,360,4,17.75,0.1111111111111111,0,1,1
S0793,2024-12-19,Saudi Arabia,1,27,33,14,125,13,27,1,1,12,4,31.25,0.10317460317460317,1,0,0
S0794,2024-10-21,Saudi Arabia,20,33,38,10,93,7,6,0,0,71,4,23.25,0.07446808510638298,1,0,0
S0795,2024-09-28,UAE,22,21,25,12,49,8,61,1,1,94,4,12.25,0.16,0,1,1
S0796,2023-12-17,Saudi Arabia,48,39,26,16,82,2,50,0,0,380,4,20.5,0.024096385542168676,0,1,0
S0797,2024-08-09,Saudi Arabia,11,31,77,15,85,4,45,1,1,144,4,21.25,0.046511627906976744,0,1,0
S0798,2024-06-18,Saudi Arabia,13,38,59,10,50,7,19,0,0,196,4,12.5,0.13725490196078433,0,0,0
S0799,2024-01-12,Saudi Arabia,42,2,33,4,48,4,37,1,0,354,4,12.0,0.08163265306122448,0,1,0
S0800,2024-07-31,Saudi Arabia,16,10,89,21,196,1,50,0,0,153,4,49.0,0.005076142131979695,1,1,0
S0801,2023-10-15,Saudi Arabia,46,33,81,21,153,5,86,0,1,443,4,38.25,0.032467532467532464,1,1,0
S0802,2024-11-19,Saudi Arabia,12,11,57,9,54,4,25,1,0,42,4,13.5,0.07272727272727272,0,0,0
S0803,2023-11-05,Saudi Arabia,23,18,49,21,74,2,57,1,0,422,4,18.5,0.02666666666666667,0,1,0
S0804,2024-06-10,UAE,14,1,48,20,56,11,38,1,0,204,4,14.0,0.19298245614035087,0,1,1
S0805,2022-07-01,UAE,33,35,72,9,72,14,19,0,0,914,4,18.0,0.1917808219178082,0,0,1
S0806,2022-12-05,UAE,54,39,59,18,149,7,64,1,1,757,4,37.25,0.04666666666666667,1,1,1
S0807,2024-03-05,UAE,49,31,47,25,74,13,49,0,1,301,4,18.5,0.17333333333333334,0,1,1
S0808,2022-09-13,UAE,41,28,56,24,132,2,78,1,0,840,4,33.0,0.015037593984962405,1,1,1
S0809,2023-09-13,Saudi Arabia,9,39,65,20,96,2,51,1,0,475,4,24.0,0.020618556701030927,1,1,0
S0810,2022-05-12,Saudi Arabia,23,1,12,11,92,9,85,1,0,964,4,23.0,0.0967741935483871,1,1,0
S0811,2023-09-29,Saudi Arabia,10,25,69,11,82,10,21,0,0,459,4,20.5,0.12048192771084337,0,0,0
S0812,2022-09-24,UAE,16,43,25,23,152,4,92,0,1,829,4,38.0,0.026143790849673203,1,1,1
S0813,2024-01-21,UAE,47,20,65,21,69,10,84,1,0,345,4,17.25,0.14285714285714285,0,1,1
S0814,2024-09-13,Saudi Arabia,5,3,25,10,79,6,65,1,0,109,4,19.75,0.075,0,1,0
S0815,2024-08-11,UAE,47,2,1,4,29,14,42,0,0,142,4,7.25,0.4666666666666667,0,1,1
S0816,2024-08-01,Saudi Arabia,52,18,32,5,86,9,81,1,0,152,4,21.5,0.10344827586206896,0,1,0
S0817,2024-11-06,UAE,43,26,62,10,139,6,69,1,1,55,4,34.75,0.04285714285714286,1,1,1
S0818,2024-04-09,Saudi Arabia,30,5,49,11,110,8,76,0,0,266,4,27.5,0.07207207207207207,1,1,0
S0819,2022-07-11,Saudi Arabia,25,9,19,9,99,5,63,1,0,904,4,24.75,0.05,1,1,0
S0820,2023-10-22,Saudi Arabia,28,2,60,16,90,3,8,1,0,436,4,22.5,0.03296703296703297,0,0,0
S0821,2022-12-03,Saudi Arabia,34,34,29,9,92,6,6,1,0,759,4,23.0,0.06451612903225806,1,0,0
S0822,2024-04-18,Saudi Arabia,17,31,74,11,167,8,105,0,1,257,4,41.75,0.047619047619047616,1,1,0
S0823,2023-11-02,Saudi Arabia,48,31,2,4,94,12,53,0,0,425,4,23.5,0.12631578947368421,1,1,0
S0824,2024-02-26,UAE,54,28,68,11,165,7,115,0,1,309,4,41.25,0.04216867469879518,1,1,1
S0825,2023-07-11,Saudi Arabia,25,12,56,14,98,10,1,1,0,539,4,24.5,0.10101010101010101,1,0,0
S0826,2023-10-12,Saudi Arabia,10,36,17,3,91,7,3,1,0,446,4,22.75,0.07608695652173914,1,0,0
S0827,2024-09-11,UAE,14,21,60,18,114,2,77,1,0,111,4,28.5,0.017391304347826087,1,1,1
S0828,2022-10-30,UAE,42,6,36,21,100,4,31,1,0,793,4,25.0,0.039603960396039604,1,1,1
S0829,2023-05-04,Saudi Arabia,46,38,74,8,188,2,102,0,0,607,4,47.0,0.010582010582010581,1,1,0
S0830,2024-06-09,Saudi Arabia,30,10,17,11,79,5,63,1,0,205,4,19.75,0.0625,0,1,0
S0831,2023-05-09,Saudi Arabia,41,5,49,21,101,10,13,1,0,602,4,25.25,0.09803921568627451,1,0,0
S0832,2024-05-12,Saudi Arabia,25,26,76,18,73,12,19,1,0,233,4,18.25,0.16216216216216217,0,0,0
S0833,2024-08-02,UAE,16,36,30,23,188,7,32,1,1,151,4,47.0,0.037037037037037035,1,1,1
S0834,2022-11-10,Saudi Arabia,35,26,20,5,116,5,48,0,0,782,4,29.0,0.042735042735042736,1,1,0
S0835,2022-04-11,Saudi Arabia,52,38,50,9,87,2,7,0,0,995,4,21.75,0.022727272727272728,0,0,0
S0836,2024-05-14,UAE,48,26,3,20,40,9,62,0,0,231,4,10.0,0.21951219512195122,0,1,1
S0837,2024-01-09,Saudi Arabia,34,8,43,26,51,12,45,0,0,357,4,12.75,0.23076923076923078,0,1,0
S0838,2024-10-22,Saudi Arabia,10,5,57,18,55,3,20,0,0,70,4,13.75,0.05357142857142857,0,0,0
S0839,2023-12-10,Saudi Arabia,35,15,50,19,108,12,86,0,0,387,4,27.0,0.11009174311926606,1,1,0
S0840,2024-04-14,UAE,50,19,42,21,157,6,22,1,1,261,4,39.25,0.0379746835443038,1,0,1
S0841,2023-10-05,Saudi Arabia,11,1,50,9,84,9,7,0,0,453,4,21.0,0.10588235294117647,0,0,0
S0842,2024-04-01,UAE,23,32,31,13,142,9,94,1,1,274,4,35.5,0.06293706293706294,1,1,1
S0843,2024-02-19,Saudi Arabia,21,37,46,17,90,9,39,0,0,316,4,22.5,0.0989010989010989,0,1,0
S0844,2022-07-14,Saudi Arabia,22,3,42,17,111,7,26,1,0,901,4,27.75,0.0625,1,0,0
S0845,2024-06-19,UAE,53,24,81,14,166,9,21,0,1,195,4,41.5,0.05389221556886228,1,0,1
S0846,2024-04-03,UAE,7,13,33,23,83,6,34,1,0,272,4,20.75,0.07142857142857142,0,1,1
S0847,2023-11-01,UAE,31,13,50,19,153,1,100,0,1,426,4,38.25,0.006493506493506494,1,1,1
S0848,2023-05-18,UAE,2,21,20,9,74,11,14,0,0,593,4,18.5,0.14666666666666667,0,0,1
S0849,2023-08-22,UAE,12,2,24,9,65,12,62,0,0,497,4,16.25,0.18181818181818182,0,1,1
S0850,2022-05-24,Saudi Arabia,33,25,76,7,169,2,26,1,1,952,4,42.25,0.011764705882352941,1,0,0
S0851,2022-05-09,Saudi Arabia,18,38,65,15,50,8,80,1,0,967,4,12.5,0.1568627450980392,0,1,0
S0852,2024-05-25,UAE,54,26,73,15,63,9,65,1,1,220,4,15.75,0.140625,0,1,1
S0853,2024-07-24,Saudi Arabia,11,38,76,3,125,13,30,0,0,160,4,31.25,0.10317460317460317,1,0,0
S0854,2022-10-24,UAE,42,11,85,17,197,0,61,1,1,799,4,49.25,0.0,1,1,1
S0855,2022-08-19,UAE,49,11,61,3,98,8,63,1,0,865,4,24.5,0.08080808080808081,1,1,1
S0856,2022-05-04,Saudi Arabia,51,8,15,6,38,3,33,1,0,972,4,9.5,0.07692307692307693,0,1,0
S0857,2024-09-03,Saudi Arabia,18,8,51,4,50,12,54,0,1,119,4,12.5,0.23529411764705882,0,1,0
S0858,2022-11-23,UAE,43,15,40,13,143,3,83,0,1,769,4,35.75,0.020833333333333332,1,1,1
S0859,2023-08-09,Saudi Arabia,31,31,63,26,181,6,16,0,1,510,4,45.25,0.03296703296703297,1,0,0
S0860,2024-05-18,UAE,26,38,61,27,113,8,16,1,1,227,4,28.25,0.07017543859649122,1,0,1
S0861,2023-04-20,Saudi Arabia,16,21,58,13,78,13,77,1,0,621,4,19.5,0.16455696202531644,0,1,0
S0862,2023-01-20,UAE,45,10,85,15,162,9,68,0,1,711,4,40.5,0.05521472392638037,1,1,1
S0863,2023-05-30,Saudi Arabia,44,21,12,11,29,7,45,0,0,581,4,7.25,0.23333333333333334,0,1,0
S0864,2024-02-10,UAE,43,20,46,5,89,10,37,1,0,325,4,22.25,0.1111111111111111,0,1,1
S0865,2023-05-03,Saudi Arabia,47,8,31,1,67,14,34,0,0,608,4,16.75,0.20588235294117646,0,1,0
S0866,2023-11-20,Saudi Arabia,47,31,32,9,113,2,0,1,0,407,4,28.25,0.017543859649122806,1,0,0
S0867,2023-08-18,Saudi Arabia,48,29,32,17,90,12,28,1,0,501,4,22.5,0.13186813186813187,0,0,0
S0868,2022-08-23,UAE,42,9,53,22,29,3,3,1,1,861,4,7.25,0.1,0,0,1
S0869,2022-06-08,UAE,12,15,61,1,66,14,60,1,0,937,4,16.5,0.208955223880597,0,1,1
S0870,2023-07-22,Saudi Arabia,56,35,38,23,157,7,64,0,1,528,4,39.25,0.04430379746835443,1,1,0
S0871,2024-01-14,Saudi Arabia,4,26,74,15,108,11,27,0,0,352,4,27.0,0.10091743119266056,1,0,0
S0872,2022-08-13,Saudi Arabia,39,10,7,26,42,13,49,1,0,871,4,10.5,0.3023255813953488,0,1,0
S0873,2024-12-08,UAE,54,29,4,21,98,4,89,0,0,23,4,24.5,0.04040404040404041,1,1,1
S0874,2023-09-09,UAE,2,16,52,26,55,12,7,1,0,479,4,13.75,0.21428571428571427,0,0,1
S0875,2024-07-23,Saudi Arabia,26,36,31,23,64,6,33,0,1,161,4,16.0,0.09230769230769231,0,1,0
S0876,2024-11-24,Saudi Arabia,22,42,80,29,163,3,42,0,0,37,4,40.75,0.018292682926829267,1,1,0
S0877,2022-06-10,Saudi Arabia,27,37,36,8,51,5,17,0,0,935,4,12.75,0.09615384615384616,0,0,0
S0878,2024-06-27,Saudi Arabia,15,22,54,12,81,14,58,1,0,187,4,20.25,0.17073170731707318,0,1,0
S0879,2022-04-21,Saudi Arabia,8,7,54,25,143,9,26,1,0,985,4,35.75,0.0625,1,0,0
S0880,2022-09-10,UAE,7,23,17,22,103,7,15,0,1,843,4,25.75,0.0673076923076923,1,0,1
S0881,2022-05-17,Saudi Arabia,47,41,75,15,53,14,9,0,1,959,4,13.25,0.25925925925925924,0,0,0
S0882,2023-08-12,UAE,44,25,29,29,147,2,33,1,1,507,4,36.75,0.013513513513513514,1,1,1
S0883,2023-04-21,Saudi Arabia,40,29,22,9,100,13,21,0,0,620,4,25.0,0.12871287128712872,1,0,0
S0884,2022-10-11,Saudi Arabia,24,25,84,28,141,9,64,0,1,812,4,35.25,0.06338028169014084,1,1,0
S0885,2024-05-09,UAE,13,38,27,25,98,4,11,1,0,236,4,24.5,0.04040404040404041,1,0,1
S0886,2022-11-09,UAE,43,28,37,10,66,11,74,1,0,783,4,16.5,0.16417910447761194,0,1,1
S0887,2024-06-06,UAE,17,38,46,20,83,9,83,1,0,208,4,20.75,0.10714285714285714,0,1,1
S0888,2022-05-29,Saudi Arabia,17,31,35,9,48,12,50,1,0,947,4,12.0,0.24489795918367346,0,1,0
S0889,2024-09-01,Saudi Arabia,36,14,4,15,97,12,0,1,0,121,4,24.25,0.12244897959183673,1,0,0
S0890,2023-03-10,UAE,40,12,74,28,136,4,21,1,1,662,4,34.0,0.029197080291970802,1,0,1
S0891,2024-04-24,Saudi Arabia,8,9,19,21,128,14,66,1,0,251,4,32.0,0.10852713178294573,1,1,0
S0892,2024-03-26,Saudi Arabia,5,27,45,21,60,4,11,0,0,280,4,15.0,0.06557377049180328,0,0,0
S0893,2024-03-31,Saudi Arabia,26,24,26,1,92,8,29,1,0,275,4,23.0,0.08602150537634409,1,0,0
S0894,2023-01-27,Saudi Arabia,16,13,22,2,76,13,8,0,0,704,4,19.0,0.16883116883116883,0,0,0
S0895,2024-03-08,UAE,32,32,44,21,151,8,93,0,1,298,4,37.75,0.05263157894736842,1,1,1
S0896,2022-12-14,Saudi Arabia,28,29,63,19,67,5,60,1,0,748,4,16.75,0.07352941176470588,0,1,0
S0897,2024-04-02,Saudi Arabia,52,12,24,8,180,0,40,0,1,273,4,45.0,0.0,1,1,0
S0898,2023-07-12,Saudi Arabia,29,28,65,8,72,14,36,0,0,538,4,18.0,0.1917808219178082,0,1,0
S0899,2023-07-06,Saudi Arabia,47,8,44,6,89,5,64,1,0,544,4,22.25,0.05555555555555555,0,1,0
S0900,2024-12-28,Saudi Arabia,17,27,25,26,105,6,24,0,1,3,4,26.25,0.05660377358490566,1,0,0
S0901,2024-06-30,Saudi Arabia,37,29,37,26,141,6,48,1,0,184,4,35.25,0.04225352112676056,1,1,0
S0902,2024-08-16,Saudi Arabia,15,10,45,12,137,1,92,0,1,137,4,34.25,0.007246376811594203,1,1,0
S0903,2023-01-01,UAE,23,7,17,15,101,6,63,0,1,730,4,25.25,0.058823529411764705,1,1,1
S0904,2022-10-25,Saudi Arabia,16,36,40,14,102,5,78,1,0,798,4,25.5,0.04854368932038835,1,1,0
S0905,2022-09-15,Saudi Arabia,46,15,52,26,151,6,41,0,1,838,4,37.75,0.039473684210526314,1,1,0
S0906,2023-10-14,UAE,10,27,61,1,75,5,71,1,0,444,4,18.75,0.06578947368421052,0,1,1
S0907,2024-04-05,UAE,35,16,75,16,151,7,85,1,1,270,4,37.75,0.046052631578947366,1,1,1
S0908,2023-05-13,Saudi Arabia,27,35,40,25,175,6,62,1,1,598,4,43.75,0.03409090909090909,1,1,0
S0909,2024-03-09,Saudi Arabia,52,9,75,3,82,14,78,0,0,297,4,20.5,0.1686746987951807,0,1,0
S0910,2023-07-27,Saudi Arabia,37,27,61,19,54,7,30,0,0,523,4,13.5,0.12727272727272726,0,0,0
S0911,2024-07-06,UAE,21,30,35,27,159,8,100,0,1,178,4,39.75,0.05,1,1,1
S0912,2024-05-17,UAE,3,23,2,20,91,4,57,0,0,228,4,22.75,0.043478260869565216,1,1,1
S0913,2022-07-21,UAE,15,10,72,2,71,2,81,0,0,894,4,17.75,0.027777777777777776,0,1,1
S0914,2023-10-24,Saudi Arabia,36,25,43,25,110,6,3,1,0,434,4,27.5,0.05405405405405406,1,0,0
S0915,2023-05-01,UAE,47,3,42,26,60,10,21,1,0,610,4,15.0,0.16393442622950818,0,0,1
S0916,2022-04-08,Saudi Arabia,46,6,77,7,93,3,2,1,1,998,4,23.25,0.031914893617021274,1,0,0
S0917,2024-10-30,Saudi Arabia,52,6,57,8,86,13,78,1,0,62,4,21.5,0.14942528735632185,0,1,0
S0918,2024-12-14,Saudi Arabia,19,2,67,19,79,8,46,1,0,17,4,19.75,0.1,0,1,0
S0919,2023-10-20,UAE,13,18,30,22,85,6,37,0,0,438,4,21.25,0.06976744186046512,0,1,1
S0920,2022-06-26,Saudi Arabia,42,23,13,15,99,3,32,1,0,919,4,24.75,0.03,1,1,0
S0921,2022-10-29,UAE,21,2,19,10,82,9,77,1,1,794,4,20.5,0.10843373493975904,0,1,1
S0922,2022-05-11,Saudi Arabia,34,11,46,12,166,5,118,0,1,965,4,41.5,0.029940119760479042,1,1,0
S0923,2024-05-21,Saudi Arabia,27,22,9,1,64,14,64,0,0,224,4,16.0,0.2153846153846154,0,1,0
S0924,2023-08-28,Saudi Arabia,52,37,54,6,99,14,25,0,1,491,4,24.75,0.14,1,0,0
S0925,2023-06-08,Saudi Arabia,29,20,61,13,85,7,7,1,0,572,4,21.25,0.08139534883720931,0,0,0
S0926,2023-07-05,UAE,20,39,2,14,99,5,49,1,0,545,4,24.75,0.05,1,1,1
S0927,2023-04-08,Saudi Arabia,25,24,50,3,88,14,79,1,0,633,4,22.0,0.15730337078651685,0,1,0
S0928,2022-07-07,UAE,22,31,31,23,152,5,58,0,0,908,4,38.0,0.032679738562091505,1,1,1
S0929,2023-03-12,UAE,15,35,47,14,146,5,53,1,1,660,4,36.5,0.034013605442176874,1,1,1
S0930,2024-09-20,UAE,2,1,33,19,87,4,41,1,0,102,4,21.75,0.045454545454545456,0,1,1
S0931,2023-10-23,Saudi Arabia,22,17,78,10,71,8,36,1,0,435,4,17.75,0.1111111111111111,0,1,0
S0932,2023-03-18,Saudi Arabia,32,1,11,27,54,4,25,1,0,654,4,13.5,0.07272727272727272,0,0,0
S0933,2024-05-22,Saudi Arabia,16,30,33,15,102,14,11,0,1,223,4,25.5,0.13592233009708737,1,0,0
S0934,2022-12-04,UAE,18,41,7,11,43,6,83,1,0,758,4,10.75,0.13636363636363635,0,1,1
S0935,2022-04-20,UAE,5,3,31,15,58,11,48,1,0,986,4,14.5,0.1864406779661017,0,1,1
S0936,2023-02-16,Saudi Arabia,54,11,48,26,112,7,13,0,0,684,4,28.0,0.061946902654867256,1,0,0
S0937,2023-11-28,UAE,19,33,76,19,120,3,117,1,1,399,4,30.0,0.024793388429752067,1,1,1
S0938,2023-04-29,Saudi Arabia,30,22,78,24,45,5,34,0,0,612,4,11.25,0.10869565217391304,0,1,0
S0939,2023-01-05,UAE,45,26,53,13,67,7,28,1,0,726,4,16.75,0.10294117647058823,0,0,1
S0940,2022-09-20,Saudi Arabia,54,33,42,16,159,7,95,0,1,833,4,39.75,0.04375,1,1,0
S0941,2024-07-25,UAE,23,1,6,4,128,8,81,1,0,159,4,32.0,0.06201550387596899,1,1,1
S0942,2024-12-24,Saudi Arabia,34,24,49,13,43,8,43,0,1,7,4,10.75,0.18181818181818182,0,1,0
S0943,2024-01-13,UAE,13,10,73,9,66,5,65,1,1,353,4,16.5,0.07462686567164178,0,1,1
S0944,2024-07-03,UAE,43,35,50,25,85,3,1,0,0,181,4,21.25,0.03488372093023256,0,0,1
S0945,2023-08-04,UAE,54,24,12,17,85,12,58,1,0,515,4,21.25,0.13953488372093023,0,1,1
